fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
24/06/2019,"$351,620",01/01/1983,0,549,2,3,2,3900 CRESTHAVEN RD,75209,TX,DALLAS
07/08/2019,"$341,270",01/01/1983,0,786,1,3,3,10200 SHELBURNE DR,75227,TX,DALLAS
08/07/2019,"$325,600",01/01/1983,0,713,1,3,2,6400 WESTLAKE AVE,75214,TX,DALLAS
03/07/2019,"$308,100",01/01/1983,0,543,2,3,3,3701 GOLDMAN ST,75212,TX,DALLAS
08/07/2019,"$273,080",01/01/1983,0,463,1,3,2,900 POWHATTAN ST,75215,TX,DALLAS
24/06/2019,"$259,180",01/01/1983,0,372,1,2,1,5301 TEAK MILL PL,75209,TX,DALLAS
28/06/2019,"$256,130",01/01/1983,0,472,2,3,2,2400 SHARON ST,75211,TX,DALLAS
26/06/2019,"$251,290",01/01/1983,0,387,1,3,2,4700 HUEY ST,75210,TX,DALLAS
15/07/2019,"$251,060",01/01/1983,0,539,1,3,2,4601 VETERANS DR,75216,TX,DALLAS
10/06/2019,"$245,200",01/01/1983,0,655,1,3,2,901 CRAWFORD ST,75203,TX,DALLAS
28/07/2019,"$243,330",01/01/1983,0,415,1,3,2,4101 BRUNSWICK DR,75220,TX,DALLAS
16/07/2019,"$241,480",01/01/1983,0,433,2,3,2,200 PLEASANT GROVE MALL,75217,TX,DALLAS
07/08/2019,"$1,830",01/01/1983,0,1289,2,4,3,1 MILFORD PL,75230,TX,DALLAS
14/07/2019,"$967,060",01/01/1982,0,988,1,4,2,3701 SONORA AVE,75216,TX,DALLAS
03/07/2019,"$800,880",01/01/1982,0,856,2,4,3,1100 MANACOR LN,75212,TX,DALLAS
17/07/2019,"$795,210",01/01/1982,0,792,1,3,2,9900 CEDAR MOUNTAIN CIR,75217,TX,DALLAS
12/08/2019,"$687,860",01/01/1982,0,668,2,3,3,10501 NEWCOMBE DR,75228,TX,DALLAS
28/07/2019,"$675,800",01/01/1982,0,908,2,4,3,4500 ARBERRY LN,75219,TX,DALLAS
17/07/2019,"$613,870",01/01/1982,0,716,2,4,2,1200 MCELREE ST,75217,TX,DALLAS
07/07/2019,"$571,340",01/01/1982,0,722,1,3,3,6900 FRONTIERWOOD PL,75214,TX,DALLAS
13/06/2019,"$569,780",01/01/1982,0,728,2,4,2,2301 PRAIRIE AVE,75204,TX,DALLAS
24/06/2019,"$567,440",01/01/1982,0,716,2,4,2,5201 FARQUHAR LN,75209,TX,DALLAS
11/06/2019,"$563,120",01/01/1982,0,978,2,5,2,201 AVENUE A,75203,TX,DALLAS
29/07/2019,"$522,420",01/01/1982,0,728,1,3,2,3109 CHAPEL CREEK DR,75220,TX,DALLAS
27/06/2019,"$480,960",01/01/1982,0,1009,2,4,2,2200 LAWNDALE DR,75211,TX,DALLAS
21/07/2019,"$387,980",01/01/1982,0,588,1,4,2,900 ANNABELLE LN,75217,TX,DALLAS
11/06/2019,"$386,580",01/01/1982,0,613,1,3,2,2 TONGA ST,75203,TX,DALLAS
30/06/2019,"$326,090",01/01/1982,0,866,2,4,4,1300 PINTO ST,75211,TX,DALLAS
15/07/2019,"$311,230",01/01/1982,0,506,1,3,2,4101 GLADEWATER RD,75216,TX,DALLAS
07/08/2019,"$253,760",01/01/1982,0,457,1,2,1,9500 BELINDA LN,75227,TX,DALLAS
21/06/2019,"$251,340",01/01/1982,0,494,1,3,2,1300 STEWART DR,75208,TX,DALLAS
13/08/2019,"$250,600",01/01/1982,0,396,1,3,2,2700 RIMDALE DR,75228,TX,DALLAS
22/07/2019,"$248,690",01/01/1982,0,491,1,3,2,200 FREDDIE ST,75217,TX,DALLAS
28/07/2019,"$235,750",01/01/1982,0,704,2,6,3,4500 RAWLINS ST,75219,TX,DALLAS
06/08/2019,"$219,170",01/01/1982,0,457,1,3,2,9900 IRONHORSE DR,75227,TX,DALLAS
22/07/2019,"$198,430",01/01/1982,0,460,1,3,2,300 CRUSADER DR,75217,TX,DALLAS
06/07/2019,"$1,598,060",01/01/1981,0,1152,2,5,3,7100 BROOKCOVE LN,75214,TX,DALLAS
24/06/2019,"$871,160",01/01/1981,0,1350,2,5,3,9001 BROKEN ARROW LN,75209,TX,DALLAS
13/08/2019,"$582,360",01/01/1981,0,683,1,4,3,1600 BLUEBANK RD,75229,TX,DALLAS
01/08/2019,"$532,740",01/01/1981,0,914,1,4,2,1501 BAYLOR ST,75226,TX,DALLAS
14/07/2019,"$527,980",01/01/1981,0,820,2,3,3,3900 SHINDOLL ST,75216,TX,DALLAS
15/07/2019,"$492,000",01/01/1981,0,707,2,3,2,4901 BRIGADOON LN,75216,TX,DALLAS
10/06/2019,"$488,120",01/01/1981,0,777,1,4,3,101 STONE PL,75201,TX,DALLAS
02/07/2019,"$477,660",01/01/1981,0,555,2,4,3,4922 ROLLING MEADOWS DR,75211,TX,DALLAS
01/08/2019,"$467,740",01/01/1981,0,649,1,4,2,1 GLENHEATHER CT,75225,TX,DALLAS
08/07/2019,"$425,470",01/01/1981,0,643,1,3,2,6206 VICTOR ST,75214,TX,DALLAS
15/07/2019,"$401,170",01/01/1981,0,802,1,4,3,1700 JIM MILLER RD,75217,TX,DALLAS
12/06/2019,"$382,840",01/01/1981,0,573,1,2,1,4800 DINSMORE CT,75204,TX,DALLAS
05/08/2019,"$372,200",01/01/1981,0,439,1,3,1,7100 ROLLING FORK DR,75227,TX,DALLAS
04/07/2019,"$351,980",01/01/1981,0,585,1,4,2,5500 LEEWOOD ST,75212,TX,DALLAS
13/06/2019,"$336,650",01/01/1981,0,756,2,3,2,4201 OFFICE PKWY,75204,TX,DALLAS
02/07/2019,"$326,090",01/01/1981,0,585,1,3,2,801 BLUE SCOPE LN,75211,TX,DALLAS
27/06/2019,"$321,760",01/01/1981,0,399,1,3,2,600 RAVINIA DR,75211,TX,DALLAS
02/08/2019,"$315,870",01/01/1981,0,588,1,3,2,5100 ASHBROOK RD,75227,TX,DALLAS
30/07/2019,"$303,320",01/01/1981,0,594,1,3,2,4901 WARE ST,75223,TX,DALLAS
25/06/2019,"$301,680",01/01/1981,0,920,2,6,5,2800 CARTER ST,75210,TX,DALLAS
23/07/2019,"$290,790",01/01/1981,0,811,1,4,3,8400 MIDLAND LN,75217,TX,DALLAS
23/07/2019,"$267,530",01/01/1981,0,594,1,4,2,9600 CALLE DEL ORO LN,75217,TX,DALLAS
23/07/2019,"$264,490",01/01/1981,0,604,1,4,2,1300 TREWITT RD,75217,TX,DALLAS
18/07/2019,"$235,190",01/01/1981,0,600,1,3,2,900 CEDARVALE CT,75217,TX,DALLAS
14/06/2019,"$225,590",01/01/1981,0,491,2,4,1,1500 MCKELL ST,75204,TX,DALLAS
28/06/2019,"$220,310",01/01/1981,0,323,1,3,1,100 GAIL ST,75211,TX,DALLAS
04/07/2019,"$191,920",01/01/1981,0,546,1,3,2,5201 FITCHBURG ST,75212,TX,DALLAS
26/06/2019,"$189,990",01/01/1981,0,375,1,2,2,4001 SONNY CIR,75210,TX,DALLAS
11/06/2019,$930,01/01/1981,0,1106,2,5,4,3100 ROYAL GABLE DR,75229,TX,DALLAS
30/07/2019,"$916,250",01/01/1980,0,762,2,5,2,3401 TERRELL ST,75223,TX,DALLAS
07/07/2019,"$871,390",01/01/1980,0,1393,2,4,3,6700 MEADOWLARK LN,75214,TX,DALLAS
29/07/2019,"$692,080",01/01/1980,0,704,1,3,2,2527 WILLOWBROOK RD,75220,TX,DALLAS
23/07/2019,"$652,840",01/01/1980,0,927,1,3,2,9400 TIMBERLOAM DR,75217,TX,DALLAS
07/08/2019,"$632,600",01/01/1980,0,707,1,4,3,9560 HIGHFIELD DR,75227,TX,DALLAS
10/07/2019,"$631,270",01/01/1980,0,1430,1,4,4,4400 ROSINE AVE,75215,TX,DALLAS
23/07/2019,"$615,690",01/01/1980,0,808,2,5,2,9400 CAYO BLANCO CT,75217,TX,DALLAS
18/06/2019,"$593,080",01/01/1980,0,893,2,4,2,4800 NORTHWAY DR,75206,TX,DALLAS
10/07/2019,"$567,320",01/01/1980,0,747,1,3,3,1600 BANNOCK AVE,75215,TX,DALLAS
21/07/2019,"$565,920",01/01/1980,0,1027,2,4,3,6500 OLETA DR,75217,TX,DALLAS
27/06/2019,"$558,050",01/01/1980,0,777,1,4,2,400 BRISCOE BLVD,75211,TX,DALLAS
15/06/2019,"$551,970",01/01/1980,0,954,1,5,3,6901 VASSAR AVE,75205,TX,DALLAS
20/06/2019,"$542,760",01/01/1980,0,555,1,3,2,4900 KEYHOLE LN,75229,TX,DALLAS
16/07/2019,"$525,160",01/01/1980,0,561,1,3,2,10101 SPICE LN,75217,TX,DALLAS
17/06/2019,"$524,830",01/01/1980,0,576,1,4,2,5500 MOUNT VERNON ST,75205,TX,DALLAS
19/06/2019,"$488,860",01/01/1980,0,689,1,4,3,1501 SLOCUM ST,75207,TX,DALLAS
27/06/2019,"$483,130",01/01/1980,0,716,1,5,2,100 MOUNT HOOD ST,75211,TX,DALLAS
07/07/2019,"$472,950",01/01/1980,0,591,1,3,2,3900 SPERRY ST,75214,TX,DALLAS
22/07/2019,"$433,180",01/01/1980,0,573,1,3,2,8301 REDKEY ST,75217,TX,DALLAS
27/06/2019,"$432,710",01/01/1980,0,695,1,3,3,4000 FAULTLESS DR,75211,TX,DALLAS
03/07/2019,"$427,010",01/01/1980,0,552,1,4,3,3601 HARSTON ST,75212,TX,DALLAS
25/07/2019,"$362,770",01/01/1980,0,655,1,3,2,10500 LAKE GARDENS DR,75218,TX,DALLAS
01/08/2019,"$332,130",01/01/1980,0,777,1,4,2,1 CAVENDISH CT,75225,TX,DALLAS
09/07/2019,"$322,900",01/01/1980,0,570,1,3,2,2700 COOMBS ST,75215,TX,DALLAS
27/06/2019,"$297,950",01/01/1980,0,335,1,4,2,3500 MOUNT PLEASANT ST,75211,TX,DALLAS
18/06/2019,"$292,010",01/01/1980,0,405,1,3,1,1500 KNOLL MANOR LN,75206,TX,DALLAS
25/06/2019,"$263,630",01/01/1980,0,530,2,3,2,6901 ORIOLE DR,75209,TX,DALLAS
31/07/2019,"$244,940",01/01/1980,0,390,1,3,1,3601 FOLKLORE TRL,75224,TX,DALLAS
23/07/2019,"$241,860",01/01/1980,0,549,1,3,2,2001 WITHERSPOON DR,75217,TX,DALLAS
14/07/2019,"$216,170",01/01/1980,0,674,1,4,2,4201 SUMMITT RIDGE DR,75216,TX,DALLAS
09/07/2019,"$120,380",01/01/1980,0,405,1,3,1,1300 ROMANO PL,75215,TX,DALLAS
14/07/2019,"$1,902,320",01/01/1979,0,1305,2,4,3,4501 MEEK ST,75216,TX,DALLAS
17/06/2019,"$1,225,780",01/01/1979,0,985,1,4,2,4501 WESTWAY AVE,75205,TX,DALLAS
30/07/2019,"$1,151,940",01/01/1979,0,704,2,3,2,4800 GIFFORD ST,75223,TX,DALLAS
13/08/2019,"$876,770",01/01/1979,0,1006,2,4,4,1801 MAPLETON DR,75228,TX,DALLAS
02/07/2019,"$832,310",01/01/1979,0,619,1,4,3,2500 TRISTIAN CT,75211,TX,DALLAS
12/08/2019,"$748,670",01/01/1979,0,747,2,4,2,11001 ERHARD DR,75228,TX,DALLAS
13/07/2019,"$686,420",01/01/1979,0,777,2,4,2,3001 TIPS BLVD,75216,TX,DALLAS
01/08/2019,"$662,100",01/01/1979,0,802,1,5,3,7400 VILLANOVA ST,75225,TX,DALLAS
10/07/2019,"$655,270",01/01/1979,0,866,1,3,3,4200 LELAND AVE,75215,TX,DALLAS
06/08/2019,"$580,270",01/01/1979,0,728,2,3,3,4401 ACADEMY DR,75227,TX,DALLAS
28/07/2019,"$578,800",01/01/1979,0,692,1,3,3,2900 RALEIGH ST,75219,TX,DALLAS
23/07/2019,"$575,530",01/01/1979,0,991,2,5,3,9200 CABO SAN LUCAS DR,75217,TX,DALLAS
14/07/2019,"$571,430",01/01/1979,0,677,1,3,2,301 CORNING AVE,75216,TX,DALLAS
20/06/2019,"$552,680",01/01/1979,0,671,1,3,2,1300 STAFFORD ST,75208,TX,DALLAS
15/08/2019,"$547,270",01/01/1979,0,951,1,2,2,3200 DARTMOOR CT,75229,TX,DALLAS
16/07/2019,"$546,040",01/01/1979,0,698,1,3,3,7800 TOMKINS LN,75217,TX,DALLAS
08/08/2019,"$515,910",01/01/1979,0,863,1,5,3,11520 DESDEMONA DR,75228,TX,DALLAS
17/07/2019,"$504,240",01/01/1979,0,664,1,3,2,8800 BRILEY RD,75217,TX,DALLAS
25/06/2019,"$460,230",01/01/1979,0,689,1,1,2,5100 NAKOMA DR,75209,TX,DALLAS
20/06/2019,"$455,630",01/01/1979,0,646,1,3,3,1655 VILBIG RD,75208,TX,DALLAS
26/06/2019,"$442,190",01/01/1979,0,677,1,4,2,3200 TREZEVANT ST,75210,TX,DALLAS
29/07/2019,"$438,500",01/01/1979,0,637,1,4,3,2201 HIGH TECH DR,75220,TX,DALLAS
13/06/2019,"$403,520",01/01/1979,0,655,1,3,3,3501 CAMPBELL ST,75204,TX,DALLAS
13/08/2019,"$375,160",01/01/1979,0,539,1,3,2,2401 PARK VISTA DR,75228,TX,DALLAS
06/08/2019,"$329,680",01/01/1979,0,823,1,4,2,4000 TOLBERT ST,75227,TX,DALLAS
11/06/2019,"$326,720",01/01/1979,0,634,1,4,3,2100 ROCKEFELLER BLVD,75203,TX,DALLAS
14/06/2019,"$322,160",01/01/1979,0,732,2,4,2,3501 WESTMINSTER AVE,75205,TX,DALLAS
24/07/2019,"$310,720",01/01/1979,0,418,1,4,2,11800 DONORE LN,75218,TX,DALLAS
14/06/2019,"$282,960",01/01/1979,0,704,1,4,2,2600 FLORENCE ST,75204,TX,DALLAS
28/07/2019,"$271,350",01/01/1979,0,826,2,4,3,9833 MIXON DR,75220,TX,DALLAS
12/08/2019,"$266,870",01/01/1979,0,677,2,4,2,11001 WATTERSON DR,75228,TX,DALLAS
31/07/2019,"$219,050",01/01/1979,0,472,1,2,2,6900 PRESTONSHIRE LN,75225,TX,DALLAS
24/06/2019,"$217,610",01/01/1979,0,530,2,2,2,700 BROOKS AVE,75208,TX,DALLAS
22/07/2019,"$207,880",01/01/1979,0,573,1,4,2,101 LA PAZ ST,75217,TX,DALLAS
18/07/2019,"$207,760",01/01/1979,0,421,1,3,1,10327 GLEN VISTA DR,75217,TX,DALLAS
24/06/2019,"$177,390",01/01/1979,0,305,1,2,1,11200 GEMINI LN,75229,TX,DALLAS
19/06/2019,"$141,320",01/01/1979,0,369,1,3,1,1531 INSPIRATION DR,75207,TX,DALLAS
21/06/2019,"$1,260",01/01/1979,0,1201,2,5,3,2351 MERRELL RD,75229,TX,DALLAS
10/06/2019,"$1,030,410",01/01/1978,0,1009,1,5,3,1409 ZANG BLVD,75203,TX,DALLAS
17/06/2019,"$902,260",01/01/1978,0,1454,2,4,3,6400 WILLIAMS PKWY,75205,TX,DALLAS
18/06/2019,"$646,880",01/01/1978,0,564,2,3,3,5800 LOVERS LN,75206,TX,DALLAS
10/06/2019,"$618,080",01/01/1978,0,747,1,4,2,801 MILLARD ST,75203,TX,DALLAS
07/06/2019,"$591,400",01/01/1978,0,786,1,3,2,1800 CHAPULTEPEC PLZ,75201,TX,DALLAS
24/06/2019,"$588,560",01/01/1978,0,677,1,3,2,9100 INWOOD RD,75209,TX,DALLAS
10/06/2019,"$572,080",01/01/1978,0,649,1,3,2,208 WHITAKER TOWER,75202,TX,DALLAS
31/07/2019,"$569,140",01/01/1978,0,664,1,4,2,2301 SOUTHWOOD DR,75224,TX,DALLAS
14/06/2019,"$567,610",01/01/1978,0,561,1,3,2,1300 ADAIR ST,75204,TX,DALLAS
22/07/2019,"$553,440",01/01/1978,0,741,2,3,2,7800 POND ST,75217,TX,DALLAS
09/07/2019,"$534,890",01/01/1978,0,674,1,4,2,1425 COOPER ST,75215,TX,DALLAS
11/06/2019,"$521,750",01/01/1978,0,777,2,3,3,205 12TH ST,75203,TX,DALLAS
12/06/2019,"$503,350",01/01/1978,0,506,1,3,3,1401 PADGITT AVE,75203,TX,DALLAS
06/08/2019,"$501,880",01/01/1978,0,997,2,5,3,3400 OAK CREEK CIR,75227,TX,DALLAS
15/07/2019,"$483,490",01/01/1978,0,893,1,5,3,6600 SAINT REGIS DR,75217,TX,DALLAS
18/06/2019,"$480,950",01/01/1978,0,1204,1,5,5,4201 GLENWOOD AVE,75205,TX,DALLAS
25/07/2019,"$478,990",01/01/1978,0,582,1,3,2,10501 SAN FELIPE DR,75218,TX,DALLAS
07/06/2019,"$473,450",01/01/1978,0,722,1,5,3,1520 ELM ST,75201,TX,DALLAS
11/06/2019,"$456,960",01/01/1978,0,725,1,5,3,701 ROCKWOOD ST,75203,TX,DALLAS
02/07/2019,"$456,200",01/01/1978,0,491,1,3,2,4401 COLLEGE PARK DR,75229,TX,DALLAS
21/07/2019,"$447,310",01/01/1978,0,631,2,3,2,500 ELSBERRY AVE,75217,TX,DALLAS
07/06/2019,"$437,800",01/01/1978,0,652,2,3,2,1001 HAWKINS ST,75201,TX,DALLAS
07/07/2019,"$413,350",01/01/1978,0,725,1,4,3,6500 NORTHRIDGE DR,75214,TX,DALLAS
14/08/2019,"$412,910",01/01/1978,0,539,1,3,2,8200 COOLGREENE DR,75228,TX,DALLAS
29/06/2019,"$375,310",01/01/1978,0,646,1,4,2,3300 FALLS DR,75211,TX,DALLAS
09/07/2019,"$366,650",01/01/1978,0,732,2,4,3,800 MCKEE ST,75215,TX,DALLAS
29/07/2019,"$366,210",01/01/1978,0,579,1,3,2,9501 EL RITO ST,75220,TX,DALLAS
01/08/2019,"$357,710",01/01/1978,0,683,1,3,2,8400 AMES ST,75225,TX,DALLAS
14/07/2019,"$343,190",01/01/1978,0,628,1,4,2,4401 LINFIELD RD,75216,TX,DALLAS
09/07/2019,"$338,320",01/01/1978,0,808,1,4,3,3000 KIMBLE ST,75215,TX,DALLAS
07/06/2019,"$337,230",01/01/1978,0,488,1,2,2,2201 IVAN ST,75201,TX,DALLAS
16/07/2019,"$327,520",01/01/1978,0,619,1,3,2,10200 SPEARMINT LN,75217,TX,DALLAS
28/07/2019,"$326,540",01/01/1978,0,701,1,4,2,3500 DUNMINSTER CT,75219,TX,DALLAS
14/06/2019,"$325,920",01/01/1978,0,469,1,4,2,4100 EMERSON AVE,75205,TX,DALLAS
29/07/2019,"$319,990",01/01/1978,0,802,1,4,3,10495 OLYMPIC DR,75220,TX,DALLAS
21/06/2019,"$319,460",01/01/1978,0,594,1,3,2,903 RIVERDALE DR,75208,TX,DALLAS
14/06/2019,"$311,260",01/01/1978,0,689,1,4,2,700 COLTEN JAMES LN,75204,TX,DALLAS
04/07/2019,"$261,790",01/01/1978,0,378,1,3,2,1300 RAUL ST,75212,TX,DALLAS
07/08/2019,"$246,570",01/01/1978,0,777,2,3,3,1 BIRCHMONT LN,75230,TX,DALLAS
02/08/2019,"$231,550",01/01/1978,0,652,2,2,2,2801 COTEAU WAY,75227,TX,DALLAS
25/06/2019,"$206,110",01/01/1978,0,543,1,4,2,2800 SANDERSON PL,75210,TX,DALLAS
16/07/2019,"$2,620",01/01/1978,0,957,1,5,3,3000 TIMBERVIEW RD,75229,TX,DALLAS
09/07/2019,"$1,126,440",01/01/1977,0,1201,2,5,4,2400 MALCOLM X BLVD,75215,TX,DALLAS
24/07/2019,"$952,210",01/01/1977,0,1061,2,5,3,4101 WALNUT MEADOW LN,75229,TX,DALLAS
13/08/2019,"$891,030",01/01/1977,0,780,3,4,3,8301 CADENZA LN,75228,TX,DALLAS
06/08/2019,"$729,870",01/01/1977,0,936,1,4,3,9400 EDDY SASS CT,75227,TX,DALLAS
11/07/2019,"$682,960",01/01/1977,0,732,1,3,2,1201 MONTANA AVE,75216,TX,DALLAS
12/07/2019,"$611,570",01/01/1977,0,1213,1,6,3,2101 DUGALD PL,75216,TX,DALLAS
15/08/2019,"$611,470",01/01/1977,0,841,1,4,3,11400 CROMWELL CT,75229,TX,DALLAS
12/06/2019,"$603,300",01/01/1977,0,792,1,3,3,1600 GEORGIA AVE,75203,TX,DALLAS
11/06/2019,"$600,490",01/01/1977,0,738,2,4,2,301 LEADS ST,75203,TX,DALLAS
14/08/2019,"$593,470",01/01/1977,0,863,1,3,3,2301 KINGSWOOD DR,75228,TX,DALLAS
31/07/2019,"$580,780",01/01/1977,0,564,1,4,2,2121 TOSCA LN,75224,TX,DALLAS
03/07/2019,"$566,080",01/01/1977,0,1277,1,7,5,2600 SUMAC LEAF CT,75212,TX,DALLAS
07/08/2019,"$553,370",01/01/1977,0,622,1,3,3,2500 TERRA ALTA CIR,75227,TX,DALLAS
13/08/2019,"$531,220",01/01/1977,0,597,2,2,3,2201 HOMEWAY CIR,75228,TX,DALLAS
11/07/2019,"$512,580",01/01/1977,0,485,1,3,2,4600 SUNNYVALE ST,75216,TX,DALLAS
17/06/2019,"$508,280",01/01/1977,0,869,1,4,3,4700 ABBOTT AVE,75205,TX,DALLAS
30/07/2019,"$505,840",01/01/1977,0,576,1,3,2,1701 ALPINE ST,75223,TX,DALLAS
08/08/2019,"$475,570",01/01/1977,0,485,2,3,2,11435 DRUMMOND CT,75228,TX,DALLAS
01/08/2019,"$453,550",01/01/1977,0,768,1,4,3,1 SARAH NASH CT,75225,TX,DALLAS
11/07/2019,"$409,170",01/01/1977,0,616,2,4,2,2601 KELLOGG AVE,75216,TX,DALLAS
11/08/2019,"$395,830",01/01/1977,0,524,1,3,2,2801 WASKOM ST,75228,TX,DALLAS
15/07/2019,"$377,910",01/01/1977,0,539,1,3,2,2901 50TH ST,75216,TX,DALLAS
12/06/2019,"$353,460",01/01/1977,0,805,1,5,3,1501 WOODIN BLVD,75203,TX,DALLAS
14/06/2019,"$339,370",01/01/1977,0,613,1,3,2,6701 ARMSTRONG PKWY,75205,TX,DALLAS
28/07/2019,"$325,200",01/01/1977,0,640,2,4,2,4200 BOYER PL,75219,TX,DALLAS
28/07/2019,"$322,580",01/01/1977,0,616,1,4,2,3501 VALLEY RIDGE RD,75220,TX,DALLAS
17/06/2019,"$302,690",01/01/1977,0,488,1,2,2,3701 PRINCETON AVE,75205,TX,DALLAS
07/08/2019,"$262,210",01/01/1977,0,536,2,4,2,7900 HUME DR,75227,TX,DALLAS
29/07/2019,"$253,690",01/01/1977,0,564,1,3,2,4000 WEMBLEY TER,75220,TX,DALLAS
25/06/2019,"$250,120",01/01/1977,0,634,1,4,2,4401 COWAN AVE,75209,TX,DALLAS
13/08/2019,"$247,210",01/01/1977,0,863,1,4,2,1900 PROVINCE LN,75228,TX,DALLAS
13/06/2019,"$247,020",01/01/1977,0,463,1,3,2,4501 RUSK AVE,75204,TX,DALLAS
11/06/2019,"$234,820",01/01/1977,0,512,1,3,2,1201 HUTCHINS AVE,75203,TX,DALLAS
19/06/2019,"$234,290",01/01/1977,0,524,1,4,2,1101 MISSISSIPPI AVE,75207,TX,DALLAS
03/07/2019,"$225,740",01/01/1977,0,643,1,3,2,3900 HARLINGEN ST,75212,TX,DALLAS
09/07/2019,"$213,210",01/01/1977,0,338,1,3,1,1500 ROE ST,75215,TX,DALLAS
04/07/2019,"$1,387,780",01/01/1976,0,1786,1,6,3,2000 MCDANIEL DR,75212,TX,DALLAS
10/07/2019,"$1,300,830",01/01/1976,0,1256,3,6,5,5100 BEXAR ST,75215,TX,DALLAS
26/06/2019,"$1,185,110",01/01/1976,0,875,2,3,2,1501 WESTMOUNT AVE,75211,TX,DALLAS
31/07/2019,"$1,028,210",01/01/1976,0,1088,1,4,4,901 DE WITT CIR,75224,TX,DALLAS
02/07/2019,"$951,950",01/01/1976,0,738,2,4,2,5800 BEAU PURPLE DR,75211,TX,DALLAS
14/06/2019,"$923,460",01/01/1976,0,1173,2,4,3,1401 BRONSON CT,75204,TX,DALLAS
16/07/2019,"$853,950",01/01/1976,0,1049,2,4,3,7200 EMBASSY ST,75217,TX,DALLAS
25/07/2019,"$791,860",01/01/1976,0,674,1,4,2,10800 MARCHANT CIR,75218,TX,DALLAS
09/07/2019,"$747,820",01/01/1976,0,756,1,3,2,3500 HAVANA ST,75215,TX,DALLAS
15/07/2019,"$651,080",01/01/1976,0,811,2,4,2,4701 SPRINGER ST,75216,TX,DALLAS
30/07/2019,"$600,550",01/01/1976,0,863,1,3,2,1401 FLEETWOOD ST,75223,TX,DALLAS
21/07/2019,"$547,540",01/01/1976,0,664,1,3,3,500 EZEKIAL AVE,75217,TX,DALLAS
22/07/2019,"$541,050",01/01/1976,0,866,1,3,3,3800 CONSTITUTION DR,75229,TX,DALLAS
13/06/2019,"$531,250",01/01/1976,0,658,1,3,2,2100 JOHNSON PL,75204,TX,DALLAS
24/06/2019,"$448,400",01/01/1976,0,744,1,5,3,4401 NEWMORE AVE,75209,TX,DALLAS
18/07/2019,"$441,920",01/01/1976,0,686,1,4,2,10800 EASTCREST LN,75217,TX,DALLAS
14/07/2019,"$436,460",01/01/1976,0,610,1,3,2,500 BROWNLEE AVE,75216,TX,DALLAS
04/07/2019,"$426,050",01/01/1976,0,604,1,3,2,5700 ABRAMS RD,75214,TX,DALLAS
10/07/2019,"$387,980",01/01/1976,0,582,1,3,2,6201 CANNAN ST,75215,TX,DALLAS
25/07/2019,"$380,940",01/01/1976,0,643,1,4,3,800 CREEKRIDGE DR,75218,TX,DALLAS
15/07/2019,"$367,740",01/01/1976,0,524,1,3,2,2201 CLOVER RIDGE DR,75216,TX,DALLAS
14/08/2019,"$361,920",01/01/1976,0,524,1,3,2,5500 DEER CREEK DR,75228,TX,DALLAS
31/07/2019,"$358,020",01/01/1976,0,789,1,4,3,2300 DE VILLE CIR,75224,TX,DALLAS
18/07/2019,"$352,380",01/01/1976,0,625,1,3,2,10800 PHANTOM HILL RD,75217,TX,DALLAS
31/07/2019,"$315,560",01/01/1976,0,661,1,4,3,1501 DRIFTWOOD DR,75224,TX,DALLAS
12/06/2019,"$311,700",01/01/1976,0,582,1,3,2,801 LAMBERT ST,75203,TX,DALLAS
08/06/2019,"$310,970",01/01/1976,0,357,1,3,1,1700 WOOD ST,75201,TX,DALLAS
27/06/2019,"$309,550",01/01/1976,0,725,1,3,2,2700 OVERCREST ST,75211,TX,DALLAS
28/07/2019,"$290,690",01/01/1976,0,1067,1,5,3,4200 NORTHCREST RD,75229,TX,DALLAS
31/07/2019,"$265,300",01/01/1976,0,570,1,3,3,5701 CHARLESTOWN DR,75230,TX,DALLAS
13/08/2019,"$257,380",01/01/1976,0,546,1,3,2,2101 FREELAND WAY,75228,TX,DALLAS
13/06/2019,"$235,570",01/01/1976,0,762,1,3,2,10800 ALADDIN DR,75229,TX,DALLAS
22/07/2019,"$188,790",01/01/1976,0,408,1,3,2,300 REAL OAKS DR,75217,TX,DALLAS
25/07/2019,"$2,111,150",01/01/1975,0,1012,2,3,2,10001 REDONDO DR,75218,TX,DALLAS
07/07/2019,"$1,252,040",01/01/1975,0,1030,2,5,3,6501 AXTON CIR,75214,TX,DALLAS
18/07/2019,"$976,020",01/01/1975,0,1018,1,5,3,9700 SILVER MEADOW DR,75217,TX,DALLAS
25/07/2019,"$885,580",01/01/1975,0,646,1,3,2,1200 LUNAR LN,75218,TX,DALLAS
17/07/2019,"$836,340",01/01/1975,0,911,2,3,3,10300 TAMWORTH DR,75217,TX,DALLAS
28/07/2019,"$803,140",01/01/1975,0,777,1,3,2,3000 CHIMES ST,75219,TX,DALLAS
07/08/2019,"$732,410",01/01/1975,0,890,3,3,4,2501 EASTERN OAKS DR,75227,TX,DALLAS
18/06/2019,"$703,220",01/01/1975,0,668,2,3,3,5919 BIRCHBROOK DR,75206,TX,DALLAS
23/07/2019,"$648,380",01/01/1975,0,914,1,5,3,1101 ELLENWOOD ST,75217,TX,DALLAS
